id,title,release_date,developer,genres,price,reviews,percent_positive
403,Quest Hunter,2019-03-08,2 Zombie Games,Action;Adventure;Indie;RPG,32.8,96789,0.98
405,DRAGON BALL Z: KAKAROT,2020-01-17,CyberConnect2,"Action,Open world,Fighting,JRPG,CCG,",142.54,35616,0.82
406,For The King,2018-04-19,IronOak Games,Adventure;Indie;RPG;Strategy,32.8,3870,0.86
407,Asterigos: Curse of the Stars,2022-10-11,Acme Gamestudio,"Action,ARPG,",80.54,2452,0.96
409,NARUTO TO BORUTO: SHINOBI STRIKER,2018-08-30,Soleil Ltd.,Action,68.14,5232,0.81
410,Ori and the Will of the Wisps,2020-03-11,Moon Studios,"Action,Adventure,Platform,Metroidvania,",43.34,3629,0.96
411,Portal,2007-10-10,Valve,Action,29.76,1392,0.79
414,Remnant: From the Ashes,2019-08-20,Gunfire Games,"RPG,ARPG,Shooter,",89.28,14074,0.83
415,Dyson Sphere Program,Early access,Youthcat Studio,"Building,Simulation,Strategy,",42.1,8426,0.97
416,Untitled Goose Game,2019-09-20,House House,"Puzzle,Stealth,",32.8,44711,0.95
417,FIFA 22,2021-10-01,EA Canada,"Sports,",185.94,11736,0.89
418,Gang Beasts,2017-12-12,Boneloaf,Action;Adventure;Casual;Indie,35.03,5538,0.82
419,Assassins Creed® IV Black Flag,2013-11-19,Ubisoft Montreal,Action;Adventure,123.94,14032,0.92
420,WWE 2K22,2022-03-11,Visual Concepts,"Sports,",204.54,35643,0.87
421,The Quarry,2022-06-10,Supermassive Games,"Adventure,Survival horror,",204.54,22710,0.95
422,SUPER PEOPLE,Early access,Wonder People,"Battle royale,Shooter,",0.0,21125,0.88
423,Wildermyth,2021-06-15,Worldwalker Games,"Tactical RPG,",35.28,18721,0.68
424,IL-2 Sturmovik: Battle of Stalingrad,2014-10-22,1C Game Studios;777 Studios,Action;Simulation,210.74,5272,0.92
425,The Lord of the Rings Online,2012-06-06,"Standing Stone Games, LLC",Free to Play;Massively Multiplayer;RPG,0.0,11532,0.92
426,Marvel's Avengers,2020-09-04,Crystal Dynamics,"ARPG,",161.14,6579,0.74
427,Forts,2017-04-19,EarthWork Games,Action;Strategy,29.7,6106,0.94
428,Scrap Mechanic,2016-01-19,Axolot Games,Action;Adventure;Indie;Simulation;Early Access,35.03,32779,0.73
429,Neon Abyss,2020-07-14,Veewo Games,"Action,Adventure,RPG,Roguelike,",92.94,7974,0.77
431,Stranded Deep,2015-01-23,Beam Team Games,Adventure;Indie;Early Access,32.8,48715,0.89
432,Action Taimanin,2020-10-06,Gremory Games,"Hack and slash,RPG,",0.0,87445,0.96
433,Persona® 5 Strikers,2021-02-23,Omega Force,"Hack and slash,RPG,",216.94,91928,0.8
434,Battlefield 4,2013-10-29,DICE,"Shooter,",154.94,38646,0.84
435,Ghostwire: Tokyo,2022-03-25,Tango Gameworks,"ARPG,Open world,",154.94,18339,0.73
438,Sable,2021-09-23,Shedworks,"Open world,Platform,Racing,",35.28,60275,0.97
439,The Crew 2,2018-06-28,Ivory Tower,Action;Massively Multiplayer;Racing,154.94,8361,0.92
440,Automation - The Car Company Tycoon Game,2015-03-12,Camshaft Software,Simulation;Strategy;Early Access,43.34,484,0.77
441,Rocksmith® 2014 Edition - Remastered,2016-10-04,Ubisoft - San Francisco,Casual;Simulation,92.94,387,0.89
442,My Time at Sandrock,Early access,Pathea Games,"RPG,Life sim,",37.14,6724,0.82
443,Two Point Hospital,2018-08-29,Two Point Studios,Indie;Simulation,92.94,38992,0.87
445,Judgment,2022-09-14,Ryu Ga Gotoku Studio,"Action,Brawler,Mini-games,Open world,",154.94,6416,0.7
446,XCOM® 2,2016-02-04,Firaxis Games;Feral Interactive (Mac);Feral Interactive (Linux),Strategy,185.94,5512,0.81
448,UNO,2017-01-03,Ubisoft Entertainment,Casual,30.94,11437,0.63
450,Farming Simulator 19,2018-11-19,Giants Software,Simulation,49.54,11033,0.96
452,Shakes and Fidget,2016-02-24,Playa Games GmbH,Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Strategy,0.0,5361,0.86
453,House Party,2017-06-30,"Eek! Games, LLC",Adventure;Casual;Indie;Simulation;Early Access,74.34,36094,0.96
454,Little Nightmares,2017-04-27,Tarsier Studios,Adventure,35.03,8584,0.98
455,Left 4 Dead,2008-11-17,Valve,Action,29.76,22589,0.66
456,The Wandering Village,Early access,Stray Fawn Studio,"Strategy,Simulation,",35.28,7984,0.92
458,Slime Rancher,2017-08-01,Monomi Park,Action;Adventure;Indie;Simulation,35.03,83566,0.93
461,Eco,2018-02-06,Strange Loop Games,Indie;Simulation;Early Access,43.34,618,0.89
466,BIGFOOT,2017-01-01,CyberLight Game Studio,Adventure;Indie;Early Access,54.56,16036,0.89
467,Neverwinter,2013-12-05,Cryptic Studios,Adventure;Free to Play;Massively Multiplayer;RPG,0.0,5850,0.93
468,Atelier Ryza: Ever Darkness & the Secret Hideout,2019-10-29,Gust Co. Ltd.,"JRPG,",80.54,536,0.86
469,JoJo's Bizarre Adventure: All-Star Battle R,2022-09-02,CyberConnect2,"Fighting,",123.94,481,0.77
472,TUNIC,2022-03-16,Andrew Shouldice,"Action,RPG,",43.34,11520,0.82
475,Assassin's Creed® Syndicate,2015-11-18,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Action;Adventure,123.94,52795,0.83
476,Isonzo,2022-09-13,M2H,"FPS,",80.6,4740,0.88
479,The Beast Inside,2019-10-17,Illusion Ray Studio,"Adventure,Survival horror,",35.28,5022,0.81
480,Geometry Dash,2014-12-22,RobTop Games,Action;Indie,10.23,89056,0.97
481,Crysis Remastered,2020-09-18,Crytek,"Action,FPS,Shooter,",43.34,1397,0.97
487,Getting Over It with Bennett Foddy,2017-12-06,Bennett Foddy,Action,18.54,10272,0.98
489,VTOL VR,2017-08-03,"Boundless Dynamics, LLC",Action;Indie;Simulation;Early Access,45.2,48763,0.83
491,March of Empires,2017-12-11,Gameloft,Free to Play;Massively Multiplayer;RPG;Strategy,0.0,11785,0.87
492,OMSI 2: Steam Edition,2013-12-11,MR-Software GbR,Casual;Simulation,75.21,1681,0.82
495,A Way Out,2018-03-23,Hazelight,"Action,Adventure,Shooter,Quick time events,Stealth,Survival,",92.94,27918,0.93
496,Roadwarden,2022-09-12,Moral Anxiety Studio,"RPG,",23.5,3348,0.67
497,Potion Permit,2022-09-22,MassHive Media,"RPG,Simulation,",38.38,198619,0.93
498,Tribes of Midgard,2021-07-27,Norsfell,"RPG,",43.34,8989,0.74
499,Age of Mythology: Extended Edition,2014-05-08,SkyBox Labs;Ensemble Studios,Simulation;Strategy,45.2,1777,0.77
500,Atelier Ryza 2: Lost Legends & the Secret Fairy,2021-01-26,Gust Co. Ltd.,"JRPG,RPG,",80.54,13653,0.81
501,Aliens: Fireteam Elite,2021-08-24,Cold Iron Studios,"Action,TPS,",80.54,96558,0.78
502,A Dance of Fire and Ice,2019-01-24,7th Beat Games,Indie,13.58,448,0.94
503,The Knight Witch,2022-11-29,Super Mega Team,"Platform,Metroidvania,",92.94,36752,0.89
504,Total War: ROME REMASTERED,2021-04-29,Creative Assembly,"RTS,TBS,",105.34,437,0.86
505,The Elder Scrolls V: Skyrim VR,2018-04-02,Bethesda Game Studios,RPG,185.94,962,0.75
506,Grand Theft Auto IV: Complete Edition,2008-12-02,Rockstar North,"Open world,Action,",0.0,96586,0.78
508,My Summer Car,2016-10-24,Amistech Games,Indie;Racing;Simulation;Early Access,29.7,17054,0.81
510,Ultimate Chicken Horse,2016-03-04,Clever Endeavour Games,Action;Casual;Indie,28.46,22080,0.65
511,FAITH: The Unholy Trinity,2022-10-21,Airdorf Games,"Adventure,",28.46,164803,0.96
512,Rec Room,2016-06-28,Against Gravity®,Action;Adventure;Casual;Free to Play;Massively Multiplayer;Sports;Early Access,0.0,3898,0.96
514,ICEY,2016-11-17,FantaBlade Network,Action;Adventure;RPG,34.91,1027,0.89
515,They Are Billions,2017-12-12,Numantian Games,Strategy;Early Access,74.34,4421,0.95
516,City Car Driving,2016-11-03,"Forward Development, Ltd.",Indie;Racing;Simulation,35.28,5903,0.84
517,Undertale,2015-09-15,tobyfox,Indie;RPG,22.88,5568,0.85
518,Honkai Impact 3rd,2019-09-05,MiHoYo,"Hack and slash,JRPG,",0.0,10719,0.89
521,The Ascent,2021-07-29,Neon Giant,"ARPG,Shooter,",130.14,2667,0.92
523,SPORE,2008-12-19,Maxis,Simulation,61.94,82737,0.96
525,Wreckfest,2018-06-14,Bugbear,Action;Indie;Racing;Simulation;Sports,70.62,24149,0.79
526,Stick Fight: The Game,2017-09-28,Landfall West,Action;Casual;Indie,16.06,797,0.97
528,"Warhammer 40,000: Gladius - Relics of War",2018-07-12,Proxy Studios,Strategy,55.74,44110,0.93
530,Call of Duty®: WWII,2017-11-02,Sledgehammer Games;Raven Software,Action,247.94,36584,0.85
532,Fallout 3: Game of the Year Edition,2009-12-17,Bethesda Game Studios,RPG,35.03,16112,0.95
534,ENDER LILIES: Quietus of the Knights,2021-06-21,Live Wire,"Action,RPG,Metroidvania,",35.96,3575,0.87
535,Counter-Strike,2000-11-01,Valve,Action,21.64,6944,0.87
538,Street Fighter V,2016-02-15,Capcom,Action,92.94,1635,0.98
539,Castle Crashers®,2012-09-26,The Behemoth,Action;Adventure;Casual;Indie;RPG,28.46,56316,0.97
542,Barony,2015-06-23,Turning Wheel LLC,Action;Adventure;Indie;RPG,28.46,4324,0.91
543,Strange Horticulture,2022-01-21,Bad Viking,"Puzzle,",28.46,25462,0.89
544,Going Medieval,Early access,Foxy Voxel,"Building,Simulation,",35.28,19214,0.95
545,Unrailed!,2020-09-23,Indoor Astronaut,"Action,",30.32,604,0.81
546,Ghostrunner,2020-10-27,One More Level,"Action,",130.14,13572,0.76
547,Black Mesa,2015-05-05,Crowbar Collective,Action;Adventure;Indie;Early Access,32.8,23508,0.96
548,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2009-06-16,Bethesda Game Studios,RPG,35.03,30236,0.78
549,Transport Fever 2,2019-12-11,Urban Games,"Building,",59.46,24498,0.7
551,Call of Duty®: Infinite Warfare,2016-11-03,Infinity Ward,Action;Adventure,266.54,268,0.55
552,VALKYRIE ELYSIUM,2022-11-11,Soleil,"ARPG,JRPG,",185.94,5517,0.66
554,The Jackbox Party Pack 3,2016-10-17,"Jackbox Games, Inc.",Casual;Indie;Strategy,38.38,184,0.6
556,A Plague Tale: Innocence,2019-05-14,Asobo Studio,"Adventure,Action,Stealth,",105.34,19948,0.88
557,Plants vs. Zombies GOTY Edition,2009-05-05,"PopCap Games, Inc.",Strategy,16.06,23454,0.91
558,Crush Crush,2016-10-18,Sad Panda Studios,Casual;Free to Play;Indie,0.0,43244,0.92
559,Outlast,2013-09-04,Red Barrels,Action;Adventure;Indie,32.8,4827,0.95
562,DOOM,2016-05-12,id Software,Action,99.14,129074,0.97
565,Bravery and Greed,2022-11-15,Rekka Games,"Brawler,",54.56,48918,0.85
566,Battle Brothers,2017-03-24,Overhype Studios,Indie;RPG;Strategy,45.2,2014,0.9
568,Propnight,2021-11-30,Fntastic,"Survival horror,",32.8,2095,0.9
569,Granblue Fantasy: Versus,2020-03-13,Cygames,"Fighting,",32.8,1931,0.91
570,HITMAN 2,2018-11-13,IO Interactive A/S,Action,0.0,15160,0.88
571,METAL GEAR SOLID V: THE PHANTOM PAIN,2015-09-01,Konami Digital Entertainment,Action;Adventure,47.68,1130,0.9
576,Summer Memories,2020-06-15,Dojin Otome,"RPG,",49.6,4248,0.81
577,Marvel's Guardians of the Galaxy,2021-10-26,Eidos-Montréal,"ARPG,Action,Adventure,TPS,",185.94,96583,0.96
580,Celeste,2018-01-25,Matt Makes Games Inc.,Action;Adventure;Indie,35.03,2568,0.89
583,Warface,2014-07-01,My.com,Action;Free to Play;Massively Multiplayer,0.0,333,0.93
584,Thymesia,2022-08-18,OverBorder Studio,"ARPG,",123.94,5136,0.82
586,Total War: SHOGUN 2,2011-03-15,Creative Assembly,"RTS,TBS,",83.64,36653,0.94
589,PC Building Simulator,2019-01-29,Claudiu Kiss;The Irregular Corporation,Indie;Simulation,32.8,10051,0.88
590,Overcooked! All You Can Eat,2021-03-23,Ghost Town Games,"Action,Party game,Simulation,",185.94,10823,0.68
592,Counter-Strike: Source,2004-11-01,Valve,Action,29.76,6361,0.57
594,Call of Duty®: Modern Warfare® 3,2011-11-08,Infinity Ward,"Action,FPS,Shooter,",155.0,5534,0.78
595,RUMBLE,2015-10-14,Overflow,Action;Indie,32.8,7280,0.98
596,Songs of Conquest,Early access,Lavapotion,"Strategy,TBS,",43.34,6867,0.9
597,"Papers, Please",2013-08-08,Lucas Pope,Adventure;Indie,21.64,116632,0.97
599,Half-Life 2,2004-11-16,Valve,Action,29.76,82561,0.95
601,METAL GEAR RISING: REVENGEANCE,2014-01-09,PlatinumGames,Action,121.52,8789,0.98
603,Plague Inc: Evolved,2016-02-18,Ndemic Creations,Casual;Indie;Simulation;Strategy,29.7,14670,0.93
604,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,GSC Game World,Action;RPG,35.03,24726,0.92
605,Friday the 13th: The Game,2017-05-25,IllFonic,Action,28.46,895,0.87
606,Neon White,2022-06-16,Little Flag Software,"Action,Platform,",39.0,8983,0.88
607,Gas Station Simulator,2021-09-15,DRAGO entertainment,"Business,Simulation,",32.8,6683,0.87
611,Call of Duty®: Modern Warfare® Remastered,2017-07-27,Raven Software;Beenox,Violent;Action,170.5,3854,0.88
612,Frozenheim,Early access,Paranoid Interactive,"Strategy,",37.14,58994,0.79
615,The Escapists 2,2017-08-21,Team17 Digital Ltd;Mouldy Toof Studios,Indie;Simulation;Strategy,92.94,587,0.8
617,Mount & Blade: Warband,2010-03-31,TaleWorlds Entertainment,Action;RPG,43.34,54102,0.83
619,Yakuza 0,2018-08-01,SEGA,Action;Adventure;RPG,74.34,49295,0.97
620,Golf It!,2017-02-17,Perfuse Entertainment,Casual;Indie;Simulation;Sports;Early Access,22.26,85486,0.81
621,Goat Simulator,2014-04-01,Coffee Stain Studios,Casual;Indie;Simulation,21.64,9436,0.97
623,Partisans 1941,2020-10-14,Alter Games,"Strategy,Tactical RPG,Survival,",55.74,16202,0.89
624,Fable Anniversary,2014-09-12,Lionhead Studios,RPG,47.68,5238,0.81
625,Keep Talking and Nobody Explodes,2015-10-08,Steel Crate Games,Indie,29.7,34,0.91
630,Sniper Elite 4,2017-02-13,Rebellion,Action;Adventure,73.1,12612,0.8
632,Call to Arms,2018-04-27,Digitalmindsoft,Action;Free to Play;Indie;Simulation;Strategy,28.46,16906,0.92
634,LEGO® Bricktales,2022-10-12,ClockStone,"Adventure,Puzzle,",43.34,4715,0.85
637,MONOPOLY® PLUS,2017-09-07,Ubisoft Pune,Casual,46.44,8304,0.9
638,SCARLET NEXUS,2021-06-25,Tose,"ARPG,Hack and slash,Quick time events,",123.94,9053,0.84
639,Nobody - The Turnaround,Early access,U.Ground Game Studio,"Life sim,",0.0,1717,0.71
640,Teenage Mutant Ninja Turtles: Shredder's Revenge,2022-06-16,Tribute Games,"Arcade,Brawler,",35.28,43100,0.84
641,Watch_Dogs® 2,2016-11-28,Ubisoft,Action;Adventure,185.94,24811,0.94
643,Crusader Kings II,2012-02-14,Paradox Development Studio,RPG;Simulation;Strategy,0.0,6009,0.73
644,Fallout Shelter,2017-03-29,Bethesda Game Studios,Free to Play;RPG;Simulation,0.0,42049,0.93
646,OUTRIDERS,2021-04-01,People Can Fly,"Action,Shooter,TPS,",161.14,6806,0.7
647,Tetris® Effect: Connected,2019-07-23,Monstars Inc.,"Falling block,Puzzle,",55.74,4441,0.72
648,Outlast 2,2017-04-24,Red Barrels,Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie,43.34,10813,0.89
652,ELEX II,2022-03-01,Piranha Bytes,"RPG,",99.14,2857,0.75
653,SOULCALIBUR VI,2018-10-18,BANDAI NAMCO Studios;Dimps Corporation,Action,154.94,5598,0.93
654,Contractors,2018-12-14,Caveman Studio,Action;Early Access,32.8,62444,0.96
656,Farm Together,2018-10-11,Milkstone Studios,Casual;Indie;Simulation,32.8,19723,0.9
657,Super Robot Wars 30,2021-10-27,B.B. Studio,"Tactical RPG,",123.94,14006,0.86
658,Avorion,2017-01-23,Boxelware,Action;Indie;Simulation;Early Access,35.28,9884,0.43
660,Volcanoids,2019-01-29,Volcanoid,Action;Simulation;Early Access,32.8,16463,0.88
661,Far Cry® 4,2014-12-01,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Action;Adventure,92.94,5531,0.85
662,South Park: The Fractured But Whole,2017-10-16,Ubisoft San Francisco,Sexual Content;Nudity;Violent;Gore;RPG,185.94,14748,0.82
664,Foundation,2019-02-01,Polymorph Games,Indie;Simulation;Strategy;Early Access,43.34,31301,0.88
666,Old World,2021-07-01,Mohawk Games,"4X,Strategy,TBS,",92.94,867,0.88
667,Pacify,2019-02-22,Shawn Hitchcock,Action;Adventure;Casual;Indie;Strategy,12.34,32595,0.9
668,The Case of the Golden Idol,2022-10-13,Color Gray Games,"Adventure,Puzzle,",30.94,18152,0.94
671,Surviving Mars,2018-03-15,Haemimont Games,Simulation;Strategy,43.34,12477,0.86
672,Metro 2033 Redux,2014-08-27,4A Games,Action,35.03,43494,0.95
673,SD GUNDAM BATTLE ALLIANCE,2022-08-24,Artdink,"ARPG,",123.94,4048,0.88
676,Workers & Resources: Soviet Republic,2019-03-15,3Division,Indie;Simulation;Strategy;Early Access,47.06,2022,0.9
677,Lobotomy Corporation | Monster Management Simulation,2018-04-09,Project Moon,Indie;Simulation,35.28,37179,0.61
679,DC Universe Online,2011-11-02,Daybreak Game Company,Action;Adventure;Free to Play;Massively Multiplayer;RPG,0.0,9991,0.9
682,Shovel Knight: Treasure Trove,2014-06-26,Yacht Club Games,Action;Adventure;Indie,55.74,783,0.86
683,Thief Simulator,2018-11-09,Noble Muffins,Action;Adventure;Indie;Simulation,32.8,276,0.5
684,Enter the Gungeon,2016-04-05,Dodge Roll,Action;Adventure;Indie,42.78,6843,0.95
685,RaceRoom Racing Experience,2013-02-12,Sector3 Studios,Free to Play;Racing;Simulation;Sports,0.0,5985,0.93
686,DARK SOULS II: Scholar of the First Sin,2015-04-01,"FromSoftware, Inc",Action;RPG,162.87,22307,0.92
687,Kingdom Two Crowns,2018-12-11,Noio;Coatsink,Adventure;Indie;Simulation;Strategy,32.8,55743,0.85
688,A Total War Saga: TROY,2020-08-13,Creative Assembly,"Strategy,",139.44,17933,0.81
689,CONFLICT OF NATIONS: WORLD WAR 3,2018-03-15,Dorado Games,Free to Play;Indie;Massively Multiplayer;Strategy,0.0,3980,0.62
690,Kingdoms and Castles,2017-07-20,"Lion Shield, LLC",Indie;Simulation;Strategy,28.46,45749,0.98
691,Dead Space,2009-01-09,EA Redwood Shores,Action,185.94,26224,0.88
692,Total War: ATTILA,2015-02-17,CREATIVE ASSEMBLY,Strategy,125.8,2934,0.92
693,CARRION,2020-07-23,Phobia Game Studio,"Metroidvania,Puzzle,",32.8,5201,0.83
695,Dishonored 2,2016-11-11,Arkane Studios,Action,86.74,14316,0.97
697,Monster Train,2020-05-21,Shiny Shoe,"Card/tile,Roguelike,Strategy,CCG,",35.28,11525,0.93
699,The Dark Pictures Anthology: Man of Medan,2019-08-30,Supermassive Games,"Survival horror,Quick time events,",49.54,17909,0.73
700,Katana ZERO,2019-04-18,Askiisoft,Action;Indie,28.46,18851,0.8
702,ENDLESS Space 2,2017-05-18,Amplitude Studios,"4X,TBS,",61.94,17726,0.87
703,Titan Quest Anniversary Edition,2016-08-31,Iron Lore Entertainment;THQ Nordic,Action;RPG,43.34,3356,0.9
704,Viscera Cleanup Detail,2015-10-23,RuneStorm,Indie;Simulation,27.22,68021,0.9
706,Bright Memory: Infinite,2021-11-12,FYQD-Studio,"Action,FPS,",32.8,2770,0.84
707,Symphony of War: The Nephilim Saga,2022-06-10,Dancing Dragon Games,"Tactical RPG,",32.8,20091,0.94
709,Assassin's Creed 2,2010-03-09,Ubisoft Montreal,"Action,Stealth,",30.94,14303,0.96
710,BioShock Infinite,2013-03-25,Irrational Games;Aspyr (Mac);Virtual Programming (Linux),Action,92.94,11474,0.9
713,Cooking Simulator,2019-06-06,Big Cheese Studio,"Simulation,",32.8,19284,0.92
718,Hero Siege,2014-01-29,Elias Viglione;Jussi Kukkonen,Action;Adventure;Indie;Massively Multiplayer;RPG,16.12,8406,0.84
719,SAMURAI MAIDEN,2022-12-08,SHADE,"Hack and slash,",148.8,20956,0.81
721,Men of War: Assault Squad 2,2014-05-15,Digitalmindsoft,Action;Simulation;Strategy,43.34,12033,0.92
722,Graveyard Keeper,2018-08-15,Lazy Bear Games,Adventure;Indie;RPG;Simulation,32.8,5131,0.87
723,NBA 2K22,2021-09-10,Visual Concepts,"Sports,",204.54,36301,0.92
726,The Entropy Centre,2022-11-03,Stubby Games,"Adventure,Puzzle,",35.28,842,0.82
727,BATTLETECH,2018-04-24,Harebrained Schemes,Action;Adventure;Strategy,55.74,1319,0.89
729,Total War: MEDIEVAL II  Definitive Edition,2006-11-15,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),Strategy,70.0,845,0.91
731,Bayonetta,2017-04-11,PlatinumGames,Action;Adventure,74.34,1665,0.93
732,Half-Life,1998-11-08,Valve,Action,21.64,3051,0.87
734,CULTIC,2022-10-13,Jasozz Games,"FPS,",21.64,22812,0.86
736,Prey,2017-05-04,Arkane Studios,Action;Adventure,86.74,43896,0.65
738,Per Aspera,2020-12-03,Tlön Industries,"Building,Simulation,",43.34,24709,0.84
741,Pillars of Eternity II: Deadfire,2018-05-08,Obsidian Entertainment,RPG,77.19,2559,0.99
747,The Dark Pictures Anthology: Little Hope,2020-10-30,Supermassive Games,"Survival horror,",49.54,2679,0.7
749,Super Bunny Man,2017-08-31,Catobyte,Action;Indie;Early Access,46.44,12751,0.93
751,"Warhammer 40,000: Dawn of War II: Retribution",2011-03-01,Relic Entertainment,"RTS,",45.2,8864,0.8
752,Psychonauts 2,2021-08-25,Double Fine Productions,"Platform,",80.54,11056,0.87
753,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,2016-07-18,SANDLOT,Action,32.8,4944,0.95
754,Dungeons & Dragons Online®,2012-06-25,"Standing Stone Games, LLC",Action;Adventure;Free to Play;Massively Multiplayer;RPG,0.0,6360,0.89
758,The Tenants,2022-10-20,Ancient Forge Studio,"Building,",35.28,28132,0.91
759,Ruined King: A League of Legends Story,2021-11-16,Airship Syndicate,"RPG,",79.92,8194,0.85
760,Tales of Berseria,2017-01-26,BANDAI NAMCO Studios Inc.,Action;RPG,203.61,32839,0.82
762,Tom Clancys The Division,2016-03-07,Massive Entertainment,Action;Adventure;RPG,92.94,5976,0.88
763,Metro: Last Light Redux,2014-08-27,4A Games,Action,35.03,28424,0.58
764,Starbound,2016-07-22,Chucklefish,Action;Adventure;Casual;Indie;RPG,29.7,11503,0.88
766,Bear and Breakfast,2022-07-28,Gummy Cat,"Business,",32.8,3865,0.83
767,Eternal Return,2017-02-23,Pathless Games,Action;Adventure;Indie,0.0,16298,0.94
768,Witch It,2017-05-31,Barrel Roll Games,Action;Casual;Indie;Early Access,30.32,4931,0.83
769,Need for Speed Most Wanted,2005-11-15,EA Black Box,"Racing,",61.94,53302,0.97
771,Yakuza Kiwami 2,2019-05-09,Ryu Ga Gotoku Studio,"Action,Brawler,Mini-games,Open world,RPG,",74.34,20429,0.8
772,Resident Evil 4,2007-03-01,Capcom,"Survival horror,Action,Shooter,",74.34,41576,0.92
773,Senren*Banka,2016-07-29,Yuzusoft,"Visual novel,",47.06,2525,0.75
774,Alien: Isolation,2014-10-06,Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),Action,206.15,413,0.84
